,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
20,Gardner Minshew II,1,18,28,64%,214,7.6,119,4.3,9,3,1,1,1,2.2,2,2,1,8,4,0,2,85
21,Geno Smith,1,26,34,76%,289,8.5,161,4.7,9,2,1,1,1,2.4,3,3,4,8,4,0,0,87
22,Matthew Stafford,1,16,25,62%,221,8.5,143,5.5,7,3,2,1,1,2.6,3,2,3,7,3,0,4,106
23,Kirk Cousins,1,20,29,69%,230,7.9,111,3.8,11,2,1,1,1,2.2,2,8,3,12,4,0,5,90
24,Jalen Hurts,1,29,38,76%,311,8.2,146,3.8,8,5,3,2,1,2.7,4,4,3,13,5,0,2,89
25,C.J. Stroud,1,20,31,65%,215,6.9,122,3.9,9,1,1,0,0,2.0,4,2,2,14,5,1,2,69
26,Trevor Lawrence,1,21,38,55%,178,4.7,135,3.6,7,1,0,0,0,2.3,4,3,3,8,8,2,3,66
27,Baker Mayfield,1,25,33,76%,163,4.9,69,2.1,4,0,0,0,0,2.3,7,2,6,17,3,2,3,83
28,Justin Herbert,1,12,18,67%,125,6.9,70,3.9,5,1,0,0,0,2.4,2,2,2,6,3,2,1,105
29,Derek Carr,1,14,25,56%,142,5.7,110,4.4,5,2,0,0,0,2.4,1,3,2,6,1,0,2,69
30,Aidan O'Connell,1,9,12,75%,82,6.8,59,4.9,2,0,0,0,0,2.4,1,1,1,2,2,0,3,121
31,Anthony Richardson,1,10,20,50%,167,8.4,77,3.9,6,3,2,2,0,2.2,1,2,4,3,3,2,1,39
32,Skylar Thompson,1,13,19,68%,107,5.6,69,3.6,4,1,0,0,0,2.3,5,4,2,6,2,1,3,83
33,Jacoby Brissett,1,12,18,67%,98,5.4,59,3.3,3,1,0,0,0,2.4,5,4,2,7,4,1,0,80
34,Tim Boyle,1,7,13,54%,79,6.1,38,2.9,4,1,1,0,0,2.0,1,2,0,0,3,1,4,72
35,Davis Mills,1,7,12,58%,79,6.6,43,3.6,3,1,0,0,0,1.9,1,1,1,9,2,1,4,78
36,Drake Maye,1,4,8,50%,22,2.8,14,1.8,1,0,0,0,0,2.0,2,1,0,2,2,1,0,56
37,Taylor Heinicke,1,2,2,100%,24,12.0,16,8.0,1,0,0,0,0,2.3,3,0,0,0,0,0,0,117
38,Jameis Winston,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Mitchell Trubisky,1,1,1,100%,3,3.0,0,0.0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,79
40,Mac Jones,1,5,8,63%,22,2.8,6,0.8,0,0,0,0,0,1.8,1,0,0,0,1,0,4,67
41,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Jordan Travis,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Sam Howell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Spencer Rattler,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Bryce Young,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Nick Mullens,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Clayton Tune,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Austin Reed,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Jake Haener,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Sam Hartman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Hendon Hooker,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
