,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
18,Jared Goff,1,18,28,64%,217,7.8,95,3.4,7,3,2,1,1,2.3,2,3,0,4,4,3,6,85
19,Justin Fields,1,17,23,74%,156,6.8,118,5.1,4,2,2,1,0,2.4,2,1,1,4,4,0,1,92
20,Gardner Minshew II,1,25,33,76%,257,7.8,143,4.3,9,4,2,0,0,2.4,4,2,1,10,3,0,0,95
21,Bryce Young,1,13,30,43%,161,5.4,114,3.8,6,2,2,0,0,2.4,4,2,6,13,12,1,4,33
22,Dak Prescott,1,19,32,59%,179,5.6,97,3.0,7,2,1,0,0,2.3,3,2,4,9,5,2,1,85
23,Trevor Lawrence,1,12,21,57%,162,7.7,124,5.9,7,4,1,0,0,2.6,3,1,1,10,7,0,2,98
24,Justin Herbert,1,17,26,65%,144,5.5,77,3.0,7,1,0,0,0,2.5,1,4,0,12,4,3,5,93
25,Brock Purdy,1,19,29,66%,231,8.0,167,5.8,10,4,1,0,0,2.4,2,1,3,7,5,1,4,90
26,Aaron Rodgers,1,13,21,62%,167,8.0,88,4.2,7,2,1,0,0,2.1,1,2,1,2,4,2,3,83
27,Will Levis,1,19,32,59%,127,4.0,94,2.9,4,2,0,0,0,2.4,3,7,7,5,8,2,1,53
28,Kirk Cousins,1,16,26,62%,155,6.0,95,3.7,5,1,0,0,0,2.2,2,5,2,3,4,0,4,59
29,Joe Burrow,1,21,29,72%,164,5.7,103,3.6,6,1,0,0,0,2.1,3,0,0,7,4,1,2,86
30,Jacoby Brissett,1,15,24,63%,121,5.0,73,3.0,4,0,0,0,0,2.5,1,6,1,5,6,0,3,75
31,Caleb Williams,1,14,29,48%,93,3.2,62,2.1,4,0,0,0,0,2.1,2,3,4,9,9,1,3,56
32,Daniel Jones,1,22,42,52%,186,4.4,128,3.0,7,2,0,0,0,2.5,5,7,7,12,5,5,6,44
33,Tyrod Taylor,1,6,8,75%,36,4.5,16,2.0,0,0,0,0,0,2.1,0,1,1,1,1,0,3,123
34,Brandon Allen,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Cooper Rush,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Kyle Trask,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Drake Maye,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Aidan O'Connell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Jordan Travis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Sam Howell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Spencer Rattler,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Mac Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Clayton Tune,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Jake Luton,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Austin Reed,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Jake Haener,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.9,0,0,0,1,0,0,0,40
62,Andy Dalton,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.2,0,0,0,1,0,0,0,40
63,Sam Hartman,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Malik Willis,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,1.8,1,0,1,0,1,0,0,40
65,Jeff Driskel,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Hendon Hooker,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
