,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
17,Jared Goff,1,23,38,61%,252,6.6,96,2.5,12,1,1,1,1,2.1,0,5,3,5,8,2,6,89
18,Mitchell Trubisky,1,17,22,77%,179,8.1,122,5.5,7,1,1,0,0,1.7,1,1,0,7,2,0,2,100
19,Taylor Heinicke,1,17,29,59%,249,8.6,170,5.9,11,3,1,1,1,2.6,3,5,3,9,4,1,5,98
20,Sam Darnold,1,14,23,61%,225,9.8,123,5.3,9,4,2,2,0,1.9,4,1,3,9,2,0,2,108
21,Deshaun Watson,1,18,28,64%,161,5.8,91,3.3,7,1,0,0,0,2.8,3,1,2,8,3,3,8,92
22,Aaron Rodgers,1,22,30,73%,229,7.6,97,3.2,13,2,0,0,0,2.3,3,2,3,8,4,1,8,92
23,Ryan Tannehill,1,15,22,68%,165,7.5,68,3.1,6,2,1,0,0,2.7,4,1,0,11,3,1,3,71
24,Matt Ryan,1,19,33,58%,182,5.5,105,3.2,9,2,1,0,0,2.4,3,5,1,14,7,2,4,83
25,Justin Herbert,1,28,42,67%,313,7.5,202,4.8,12,3,2,0,0,2.4,3,5,0,12,3,3,0,69
26,Daniel Jones,1,21,32,66%,160,5.0,94,2.9,5,0,0,0,0,2.1,0,4,0,11,4,1,0,78
27,Brett Rypien,1,21,26,81%,197,7.6,80,3.1,10,0,0,0,0,2.3,7,3,2,13,1,0,1,95
28,Desmond Ridder,1,13,26,50%,97,3.7,59,2.3,5,0,0,0,0,3.0,4,1,1,5,6,1,1,59
29,Baker Mayfield,1,12,21,57%,111,5.3,55,2.6,5,0,0,0,0,3.3,5,3,4,5,3,2,3,68
30,Mac Jones,1,13,31,42%,112,3.6,75,2.4,5,2,1,0,0,1.8,0,5,0,5,9,2,2,52
31,Tyler Huntley,1,17,30,57%,138,4.6,77,2.6,5,0,0,0,0,2.2,3,2,1,6,4,1,2,55
32,Trace McSorley,1,7,15,47%,95,6.3,45,3.0,4,1,0,0,0,2.5,1,0,0,3,4,1,0,28
33,Colt McCoy,1,13,21,62%,78,3.7,52,2.5,1,0,0,0,0,2.5,2,3,2,3,5,2,0,49
34,Malik Willis,1,3,4,75%,20,5.0,11,2.8,0,0,0,0,0,2.4,0,0,0,2,0,0,0,85
35,Jeff Driskel,1,2,4,50%,8,2.0,0,0.0,1,0,0,0,0,2.1,1,0,0,1,0,0,2,56
36,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Nathan Peterman,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,40
40,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Davis Cheek,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Matthew Stafford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Lamar Jackson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Kenny Pickett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Bailey Zappe,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,Sam Howell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
