,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
16,Desmond Ridder,1,22,30,73%,291,9.7,120,4.0,6,3,2,2,2,2.6,0,1,1,2,6,1,6,112
17,Easton Stick,1,28,47,60%,258,5.5,114,2.4,9,2,0,0,0,2.2,3,5,1,12,5,6,3,75
18,Jeff Driskel,1,13,26,50%,166,6.4,97,3.7,7,2,1,0,0,2.4,3,5,0,3,4,4,0,64
19,Jarrett Stidham,1,20,34,59%,272,8.0,129,3.8,9,6,2,1,0,2.8,5,6,2,5,8,2,2,82
20,Tyler Huntley,1,15,28,54%,146,5.2,100,3.6,7,1,0,0,0,3.0,4,1,0,10,5,4,1,80
21,Ryan Tannehill,1,17,26,65%,168,6.5,72,2.8,7,2,0,0,0,2.3,2,4,2,9,4,2,1,93
22,Marcus Mariota,1,13,20,65%,148,7.4,88,4.4,8,1,0,0,0,2.3,3,1,2,9,2,0,3,83
23,Blaine Gabbert,1,15,30,50%,154,5.1,61,2.0,6,2,1,0,0,1.9,1,8,0,9,5,4,1,51
24,Tua Tagovailoa,1,17,27,63%,173,6.4,132,4.9,7,2,0,0,0,2.0,0,2,6,1,5,1,2,63
25,Justin Fields,1,11,16,69%,148,9.3,96,6.0,7,2,1,0,0,2.9,5,0,2,4,2,0,3,98
26,Gardner Minshew II,1,13,24,54%,141,5.9,88,3.7,5,2,0,0,0,2.2,1,2,1,5,5,1,2,72
27,Sam Howell,1,19,27,70%,153,5.7,45,1.7,8,0,0,0,0,2.1,4,2,0,3,3,0,2,66
28,Mason Rudolph,1,18,20,90%,152,7.6,49,2.5,2,1,1,1,1,2.3,3,0,0,7,1,0,2,115
29,Baker Mayfield,1,20,32,63%,137,4.3,66,2.1,5,1,0,0,0,2.4,3,3,2,10,5,0,1,72
30,Bryce Young,1,11,18,61%,94,5.2,49,2.7,1,1,1,1,0,2.3,3,2,6,14,3,4,0,75
31,Trevor Siemian,1,8,20,40%,70,3.5,26,1.3,2,1,1,0,0,2.3,1,4,3,17,6,1,4,50
32,Bailey Zappe,1,12,30,40%,88,2.9,48,1.6,4,1,1,0,0,2.5,7,3,3,5,9,0,2,20
33,Jalen Hurts,1,7,16,44%,55,3.4,44,2.8,1,0,0,0,0,2.5,2,2,5,11,3,1,0,27
34,Cooper Rush,1,3,4,75%,30,7.5,5,1.3,1,1,0,0,0,2.1,0,0,0,1,1,0,0,96
35,AJ McCarron,1,3,4,75%,20,5.0,5,1.3,1,0,0,0,0,2.2,1,0,0,3,1,0,0,85
36,Logan Woodside,1,3,4,75%,27,6.8,2,0.5,2,0,0,0,0,2.4,1,1,0,0,0,0,0,53
37,Tommy DeVito,1,2,2,100%,14,7.0,5,2.5,0,0,0,0,0,3.5,1,0,0,1,0,0,0,96
38,Clayton Tune,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Malik Cunningham,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Nathan Peterman,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Jaren Hall,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Will Levis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Skylar Thompson,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Kirk Cousins,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Sean Clifford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Kenny Pickett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Jimmy Garoppolo,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,3.1,1,0,0,2,1,0,0,40
57,Daniel Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Zach Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Aaron Rodgers,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Mac Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Matthew Stafford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Joe Burrow,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Lamar Jackson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Patrick Mahomes II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Justin Herbert,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Brock Purdy,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Deshaun Watson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,C.J. Beathard,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71,Jameis Winston,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
72,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
73,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
74,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
75,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
76,Dorian Thompson-Robinson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
77,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
78,Anthony Richardson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
79,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
80,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
